Wall time,Step,Value
1580155106.2653763,3810,0.005038196686655283
1580155160.8044894,3860,0.007224333472549915
1580155196.5315053,3910,0.0067850700579583645
1580155222.2912972,3920,0.0035238899290561676
1580155373.227422,4080,0.0072438414208590984
1580155422.8867984,4150,0.0036418340168893337
1580155484.09672,4210,0.003352177795022726
1580155491.2197516,4220,0.004188920371234417
1580155523.8901987,4240,0.004332357551902533
1580155566.520671,4300,0.006845738273113966
1580155649.5946238,4390,0.00750722736120224
1580155682.1392062,4410,0.003495599376037717
1580155689.196422,4420,0.003950521815568209
1580155710.613433,4450,0.008608527481555939
1580155771.5506508,4510,0.004148717038333416
1580155847.1500862,4590,0.0051030563190579414
1580155854.2375605,4600,0.006685655564069748
1580155875.4735029,4630,0.003764077788218856
1580155900.850386,4640,0.0031532945577055216
1580155983.415207,4730,0.0043497649021446705
1580155990.636991,4740,0.005026713013648987
1580156087.627659,4850,0.007119794841855764
1580156127.7984703,4880,0.007706513162702322
1580156134.9318938,4890,0.0034323285799473524
1580156149.1321585,4910,0.003574107773602009
1580156163.3029351,4930,0.003733330871909857
1580156299.8398564,5070,0.0055281491950154305
1580156353.9975224,5120,0.003964088391512632
1580156368.141759,5140,0.007956348359584808
1580156389.4833918,5170,0.005417815875262022
1580156403.6619277,5190,0.0064652664586901665
1580156458.0263326,5240,0.0034345530439168215
1580156465.1090975,5250,0.005698817316442728
1580156526.275115,5310,0.002266278490424156
1580156540.5235717,5330,0.005758584477007389
1580156547.6114733,5340,0.005769224837422371
1580156580.475473,5360,0.002541804686188698
1580156587.5217855,5370,0.0020679670851677656
1580156608.9938056,5400,0.0041091530583798885
1580156623.3353832,5420,0.0035811506677418947
1580156677.7815545,5470,0.00444360775873065
1580156684.9079034,5480,0.0037608651909977198
1580156767.7419255,5570,0.005356809124350548
1580156781.9049168,5590,0.004483361728489399
1580156829.1648679,5630,0.0038573734927922487
1580156836.2657592,5640,0.002388854743912816
1580156890.3983362,5690,0.005261036567389965
1580156918.8043513,5730,0.005239581223577261
1580156925.9975839,5740,0.0035292201209813356
1580156966.2979116,5770,0.004952804651111364
1580156980.4444873,5790,0.0042013078927993774
1580156994.7096624,5810,0.010028243996202946
1580157001.8265834,5820,0.00279786204919219
1580157008.993264,5830,0.0031118530314415693
1580157035.0223927,5840,0.009847287088632584
1580157049.133415,5860,0.005634446628391743
1580157056.2337604,5870,0.0046004983596503735
1580157110.3441396,5920,0.003800460370257497
1580157117.499727,5930,0.0021401187404990196
1580157186.0039937,6000,0.004606949631124735
1580157200.3420277,6020,0.0029358481988310814
1580157261.8387532,6080,0.005066721234470606
1580157276.0814633,6100,0.003518850076943636
1580157311.8819973,6150,0.002482957672327757
1580157366.1672995,6200,0.0022705611772835255
1580157380.3632014,6220,0.003517608158290386
1580157502.8605134,6340,0.004038927145302296
1580157571.5528386,6410,0.003815548261627555
1580157578.600193,6420,0.0026597105897963047
1580157592.7517712,6440,0.003404580522328615
1580157599.8613636,6450,0.0025293088983744383
1580157606.9666307,6460,0.0024796242360025644
1580157614.0852797,6470,0.004582179710268974
1580157647.2092252,6490,0.008688080124557018
1580157668.5392692,6520,0.003343327436596155
1580157716.3220956,6560,0.0048164790496230125
1580157723.3701353,6570,0.003522545797750354
1580157751.7792356,6610,0.01300141867250204
1580157791.8426158,6640,0.0040971445851027966
1580157820.1565475,6680,0.0021149220410734415
1580157841.6327367,6710,0.003801205661147833
1580157867.1819723,6720,0.007091918960213661
1580157881.2733395,6740,0.005239259917289019
1580157888.387139,6750,0.004764835815876722
1580157902.6032376,6770,0.002631972311064601
1580157909.732508,6780,0.005417962092906237
1580157916.9868464,6790,0.0026801307685673237
1580157957.0377965,6820,0.005608573090285063
1580157964.271758,6830,0.0028286147862672806
1580157985.5414317,6860,0.0023166451137512922
1580158018.8506384,6880,0.006212055217474699
1580158025.8850083,6890,0.0034359798301011324
1580158094.1195135,6960,0.003974571358412504
1580158115.3044786,6990,0.0038724488113075495
1580158143.7014596,7030,0.004151012748479843
1580158183.4220152,7060,0.003806044813245535
1580158197.6562753,7080,0.0037994650192558765
1580158211.8725734,7100,0.004192299675196409
1580158258.8202088,7140,0.0032603172585368156
1580158287.1506557,7180,0.0028501360211521387
1580158327.1407726,7210,0.0017351931892335415
1580158334.1937103,7220,0.0019120194483548403
1580158341.2795928,7230,0.002508165081962943
1580158348.4225214,7240,0.004425149876624346
1580158409.6753018,7300,0.0025621317327022552
1580158471.1456575,7360,0.0029085699934512377
1580158485.3654625,7380,0.0016357832355424762
1580158492.4660902,7390,0.006255995482206345
1580158521.1661022,7430,0.004298447631299496
1580158561.135967,7460,0.004176711663603783
1580158568.299281,7470,0.0018749866867437959
1580158589.5708365,7500,0.0015903175808489323
1580158596.651502,7510,0.0016172638861462474
1580158622.5324433,7520,0.002371479058638215
1580158636.6261697,7540,0.0036475155502557755
1580158650.834706,7560,0.0021479532588273287
1580158712.5533316,7620,0.001384809729643166
1580158733.9381514,7650,0.002874049125239253
1580158741.1161118,7660,0.002373441820964217
1580158781.2001073,7690,0.001998886466026306
1580158788.3521154,7700,0.0017312507843598723
1580158795.4359732,7710,0.0022934693843126297
1580158809.8805184,7730,0.0026431656442582607
1580158816.9728944,7740,0.006001030094921589
1580158878.467238,7800,0.0038523483090102673
1580158925.7689042,7840,0.0026854125317186117
1580158932.7924237,7850,0.0029944635462015867
1580158946.9321682,7870,0.0020030138548463583
1580158961.185027,7890,0.0021353093907237053
1580158975.365331,7910,0.0038583502173423767
1580159001.0957704,7920,0.004902803339064121
1580159008.1723886,7930,0.004826635587960482
1580159015.240965,7940,0.00151486333925277
1580159022.4627,7950,0.0022025469224900007
1580159043.7299368,7980,0.002697325311601162
1580159091.2855213,8020,0.0029564236756414175
1580159112.507229,8050,0.0037462362088263035
1580159126.8135595,8070,0.001677591586485505
1580159152.6633453,8080,0.002727103652432561
1580159159.7049239,8090,0.005686759017407894
1580159202.3690865,8150,0.002500298200175166
1580159227.9401038,8160,0.0015947251813486218
1580159242.1609929,8180,0.002245874609798193
1580159263.495892,8210,0.003056340618059039
1580159310.5140402,8250,0.003851287765428424
1580159331.8848753,8280,0.0024893181398510933
1580159353.1588447,8310,0.005703659262508154
1580159378.9312828,8320,0.00417236378416419
1580159393.1011648,8340,0.0018682332010939717
1580159407.350349,8360,0.0021685734391212463
1580159421.676694,8380,0.0015277155907824636
1580159475.4966197,8430,0.0051569403149187565
1580159496.7385752,8460,0.002268068725243211
1580159529.6251597,8480,0.0015805067960172892
1580159654.8977668,8630,0.001898635528050363
1580159701.6605854,8670,0.0018585789948701859
1580159715.8811324,8690,0.0014793964801356196
1580159723.0398731,8700,0.004009421449154615
1580159769.822571,8740,0.002673059469088912
1580159783.9623852,8760,0.0016060369089245796
1580159830.6943192,8800,0.002284700982272625
1580159844.8043573,8820,0.003749788273125887
1580159859.0272493,8840,0.0018372911727055907
1580159880.4993865,8870,0.0034360236022621393
1580159913.008058,8890,0.0028053801506757736
1580159920.030598,8900,0.002349222544580698
1580159934.1597688,8920,0.0026689262595027685
1580159981.2195315,8960,0.003244871972128749
1580160009.5190876,9000,0.001841546967625618
1580160077.4975946,9070,0.0014828349230811
1580160084.6085875,9080,0.0012920324224978685
1580160091.7128289,9090,0.00202295184135437
1580160098.8278065,9100,0.00222537899389863
1580160131.5798075,9120,0.0025059960316866636
1580160152.7789645,9150,0.0019448284292593598
1580160159.8876042,9160,0.0016358781140297651
1580160166.9850678,9170,0.0033379248343408108
1580160206.7094567,9200,0.0022925660014152527
1580160213.74228,9210,0.0019730180501937866
1580160221.1667917,9220,0.0031324068550020456
1580160228.2262573,9230,0.0015619444893673062
1580160303.6886148,9310,0.0011420081136748195
1580160311.117888,9320,0.003043111879378557
1580160332.899042,9350,0.0016837453003972769
1580160401.682248,9420,0.002407157327979803
1580160441.7822556,9450,0.004001794382929802
1580160517.480116,9530,0.002254365710541606
1580160524.5387645,9540,0.001701196189969778
1580160538.7263696,9560,0.0018638951005414128
1580160545.8052323,9570,0.002367516979575157
1580160552.900287,9580,0.001845451770350337
1580160592.9464545,9610,0.005092961713671684
1580160599.9967544,9620,0.002126379171386361
1580160614.2179987,9640,0.0029214886017143726
1580160628.5866237,9660,0.0024523853790014982
1580160682.7790926,9710,0.0013846794608980417
1580160689.9942758,9720,0.001265457016415894
1580160737.4713726,9760,0.0020053947810083628
1580160744.6955183,9770,0.0014293896965682507
1580160751.7888393,9780,0.0013249502517282963
1580160758.848119,9790,0.0014979204861447215
1580160780.167625,9820,0.0035196205135434866
1580160787.326329,9830,0.0014724484644830227
1580160813.3061628,9840,0.0010231861378997564
1580160834.522775,9870,0.002672325586900115
1580160841.6781988,9880,0.003203044878318906
1580160917.0723364,9960,0.0049680075608193874
1580160964.56549,10000,0.0038348862435668707
1580160978.7584975,10020,0.001861458644270897
1580160992.8971543,10040,0.002847442403435707
1580161000.0872223,10050,0.0017328993417322636
1580161040.3823955,10080,0.002353587420657277
1580161068.6315262,10120,0.0020038506481796503
1580161075.7506323,10130,0.002133137546479702
1580161082.8510773,10140,0.005524926818907261
1580161123.0527134,10170,0.001849037129431963
1580161198.6641378,10250,0.0019224799470975995
1580161212.8370886,10270,0.0015159809263423085
1580161241.365926,10310,0.002067705150693655
1580161267.4752123,10320,0.003778608748689294
1580161288.7313724,10350,0.0035094348713755608
1580161303.009583,10370,0.0015008733607828617
1580161317.2638857,10390,0.002933362266048789
1580161371.24109,10440,0.00282171624712646
1580161439.7559965,10510,0.0016490045236423612
1580161446.819964,10520,0.0013560812221840024
1580161468.1320546,10550,0.003175702877342701
1580161501.183189,10570,0.0010505036916583776
1580161543.8014443,10630,0.0011802578810602427
1580161569.6248977,10640,0.0011888567823916674
1580161583.761876,10660,0.0027636459562927485
1580161598.0252926,10680,0.001814302639104426
1580161645.4151962,10720,0.0016121729277074337
1580161673.7853022,10760,0.0011317468015477061
1580161687.943928,10780,0.0018064912874251604
1580161742.13559,10830,0.0017269415548071265
1580161749.350478,10840,0.001347998739220202
1580161756.5943198,10850,0.0012639611959457397
1580161825.0733528,10920,0.002915093908086419
1580161832.191803,10930,0.0015318857040256262
1580161893.1577046,10990,0.0017374154413118958
1580161921.5288515,11030,0.0027950794901698828
1580161947.401522,11040,0.0019193522166460752
1580161954.4618106,11050,0.0013994526816532016
1580162037.9615543,11140,0.0011933455243706703
1580162052.1347613,11160,0.0011482005938887596
1580162073.4959757,11190,0.003449962707236409
1580162135.133134,11250,0.0014014297630637884
1580162142.2273011,11260,0.0015821163542568684
1580162189.9154012,11300,0.001698178704828024
1580162211.2736182,11330,0.0032621468417346478
1580162225.5544705,11350,0.0016593508189544082
1580162362.6323435,11490,0.0016216051299124956
1580162403.3467326,11520,0.0012804106809198856
1580162424.5783088,11550,0.003300436306744814
1580162431.6699135,11560,0.0028431995306164026
1580162438.960227,11570,0.0025546622928231955
1580162479.3512135,11600,0.002236525760963559
1580162486.401524,11610,0.0035918832290917635
1580162493.4699574,11620,0.002593967830762267
1580162659.4612737,11800,0.0015592103591188788
1580162673.6783495,11820,0.003034922992810607
1580162680.8366215,11830,0.001604880322702229
1580162714.3350387,11850,0.001170206582173705
1580162721.3860598,11860,0.002040096325799823
1580162782.7999403,11920,0.0012812259374186397
1580162789.8435783,11930,0.0025785164907574654
1580162804.0694487,11950,0.0014315873850136995
1580162818.3858485,11970,0.003417014377191663
1580162832.7144854,11990,0.001120074768550694
1580162865.7106426,12010,0.0009582419879734516
1580162887.2575023,12040,0.0025437462609261274
1580162901.4964695,12060,0.0017340137856081128
1580162934.8206506,12080,0.0030477854888886213
1580162949.1795871,12100,0.0014740156475454569
1580162963.3050444,12120,0.0023012992460280657
1580162977.48248,12140,0.0014169581700116396
1580163086.507729,12240,0.0044797868467867374
1580163114.7572157,12280,0.002356224227696657
1580163162.5536675,12320,0.0010918463813140988
1580163169.589488,12330,0.0007890733540989459
1580163176.6602242,12340,0.0009222365915775299
1580163190.8504374,12360,0.0013286100002005696
1580163212.3217878,12390,0.0016482379287481308
1580163252.1233342,12420,0.000939512625336647
1580163266.4474902,12440,0.004340782295912504
1580163287.78197,12470,0.002457218710333109
1580163349.3875256,12530,0.0010880740592256188
1580163363.6108937,12550,0.0018508321372792125
1580163396.9134898,12570,0.0006510798702947795
1580163403.9992862,12580,0.00393330305814743
1580163425.3207204,12610,0.0017055235803127289
1580163432.469643,12620,0.0016830656677484512
1580163439.5660584,12630,0.0010227053426206112
1580163479.7750907,12660,0.0014905279967933893
1580163556.2581494,12740,0.002827285323292017
1580163591.90735,12790,0.0015353901544585824
1580163624.9149158,12810,0.002467834623530507
1580163667.806026,12870,0.0025693851057440042
1580163715.1846664,12910,0.001145646208897233
1580163722.2832668,12920,0.0017218043794855475
1580163729.3703265,12930,0.002790756057947874
1580163736.4616609,12940,0.0016138864448294044
1580163798.230765,13000,0.0008773074368946254
1580163819.5986624,13030,0.0007853629067540169
1580163888.53926,13100,0.0011002746177837253
1580163922.431074,13120,0.001519625773653388
1580163943.850304,13150,0.0019813687540590763
1580163950.9770505,13160,0.0006978518795222044
1580163972.4791455,13190,0.0008506016456522048
1580164034.0544796,13250,0.0009436449618078768
1580164048.475449,13270,0.0011333940783515573
1580164089.1945498,13300,0.0008440469391644001
1580164110.5764546,13330,0.0015842231223359704
1580164117.7144885,13340,0.0012478223070502281
1580164124.7962804,13350,0.0013520503416657448
1580164150.6633034,13360,0.002896627876907587
1580164157.689652,13370,0.003233277937397361
1580164200.1944363,13430,0.0012146604713052511
1580164261.8246202,13490,0.003942516166716814
1580164322.915656,13550,0.0015796057414263487
1580164383.937935,13610,0.0019999800715595484
1580164419.641479,13660,0.001608010265044868
1580164466.9473314,13700,0.0013397840084508061
1580164536.1143465,13770,0.0024736085906624794
1580164550.352336,13790,0.0014754062285646796
1580164571.5908384,13820,0.0022658209782093763
1580164604.7120302,13840,0.001506502041593194
1580164611.850099,13850,0.0013983321841806173
1580164633.1644282,13880,0.0027289357967674732
1580164640.3018103,13890,0.0011664519552141428
1580164654.5845838,13910,0.0018674384336918592
1580164680.018775,13920,0.0008979975245893002
1580164701.2622445,13950,0.0020617193076759577
1580164859.7452216,14120,0.0009391609346494079
1580164866.855549,14130,0.0010165219428017735
1580164873.9912586,14140,0.0008635697886347771
1580164929.0550976,14190,0.001860754331573844
1580164950.3404734,14220,0.0014857295900583267
1580164997.455969,14260,0.0010197783121839166
1580165004.5575368,14270,0.0016875301953405142
1580165011.748488,14280,0.0023546640295535326
1580165059.0851882,14320,0.0011450123274698853
1580165066.2193463,14330,0.0015092706307768822
1580165073.2909951,14340,0.0009619137272238731
1580165087.4419684,14360,0.0008630585507489741
1580165101.623105,14380,0.002035655779764056
1580165134.397756,14400,0.000844727037474513
1580165148.6066036,14420,0.0008591444347985089
1580165224.690278,14500,0.0009706739219836891
1580165260.51985,14550,0.0031725913286209106
1580165286.7129269,14560,0.0017043136758729815
1580165370.1330304,14650,0.0007305282051675022
1580165377.2133737,14660,0.0016122511588037014
1580165474.174022,14770,0.0007963807438500226
1580165549.8743775,14850,0.000636508921161294
1580165557.01227,14860,0.0010304634924978018
1580165597.4284198,14890,0.0011238888837397099
1580165611.569773,14910,0.0015984243946149945
1580165618.663869,14920,0.0019146848935633898
1580165695.1244962,15000,0.0025764841120690107
1580165702.2226515,15010,0.004778413567692041
1580165709.3398943,15020,0.001751478179357946
1580165716.462704,15030,0.0009297888609580696
1580165756.5628781,15060,0.0019959614146500826
1580165770.69697,15080,0.0036323866806924343
1580165777.807891,15090,0.002232347149401903
1580165784.92917,15100,0.002514716936275363
1580165861.0631008,15180,0.001580369076691568
1580165915.3716354,15230,0.000998466624878347
1580165922.6101665,15240,0.0009111070539802313
1580165943.9142423,15270,0.0010775491828098893
1580166013.1260667,15340,0.0012782273115590215
1580166046.2409396,15360,0.0018853797810152173
1580166136.5539906,15460,0.0011637500720098615
1580166172.0408096,15510,0.0009231857256963849
1580166197.9813657,15520,0.000990023254416883
1580166212.0736995,15540,0.0019580554217100143
1580166219.1622512,15550,0.0016556293703615665
1580166281.184421,15610,0.0006299202796071768
1580166350.317128,15680,0.0009622513898648322
1580166357.341798,15690,0.0008481717086397111
1580166440.1543365,15780,0.0009659558418206871
1580166468.76179,15820,0.0007722655427642167
1580166502.4188907,15840,0.0011540288105607033
1580166530.8046935,15880,0.0010948898270726204
1580166613.8026996,15970,0.0011272007832303643
1580166628.0447907,15990,0.001292661065235734
1580166668.5081139,16020,0.0010387221118435264
1580166682.6789436,16040,0.00154494761954993
1580166689.78717,16050,0.0016404929338023067
1580166744.5845664,16100,0.0007690565544180572
1580166765.8923073,16130,0.0006372182979248464
1580166820.1848717,16180,0.0019355964614078403
1580166834.3425233,16200,0.0008432104950770736
1580166896.413007,16260,0.0012293221661821008
1580166903.5117261,16270,0.0013174449559301138
1580166910.6662185,16280,0.0005642164614982903
1580166958.3189344,16320,0.001420946791768074
1580166993.7918935,16370,0.0011978972470387816
1580167034.9125502,16400,0.0008188579813577235
1580167049.1318898,16420,0.0006443769671022892
1580167070.5539687,16450,0.0009361624252051115
1580167110.7004516,16480,0.0010879901237785816
1580167139.1813362,16520,0.0010898084146901965
1580167207.3667421,16590,0.0013580576051026583
1580167214.4541771,16600,0.0010873465798795223
1580167221.6019864,16610,0.0012214173329994082
1580167290.4970798,16680,0.0006859475397504866
1580167304.7029924,16700,0.0007532238378189504
1580167338.1663592,16720,0.0014850912848487496
1580167359.5655758,16750,0.0010061687789857388
1580167366.7578757,16760,0.0005447700386866927
1580167428.7159133,16820,0.0019692021887749434
1580167435.783691,16830,0.002754059387370944
1580167511.7889702,16910,0.0012944975169375539
1580167533.2206693,16940,0.0013169972226023674
1580167540.311987,16950,0.0016095794271677732
1580167566.3925252,16960,0.0007532130111940205
1580167573.5943947,16970,0.0006167018436826766
1580167587.824237,16990,0.0011358122574165463
1580167609.1179893,17020,0.00291524943895638
1580167678.346379,17090,0.0012180357007309794
1580167685.4561956,17100,0.0006242304807528853
1580167740.2104454,17150,0.000846872862894088
1580167754.4157887,17170,0.0007754339021630585
1580167761.5178432,17180,0.000590822019148618
1580167768.5907135,17190,0.0010611842153593898
1580167869.9263942,17280,0.0032385876402258873
1580167898.382583,17320,0.0010403851047158241
1580167912.7376513,17340,0.0013038046890869737
1580167919.8134487,17350,0.0015971966786310077
1580167953.0336385,17370,0.00310510559938848
1580167988.64896,17420,0.0008454312337562442
1580167995.797638,17430,0.001195583026856184
1580168029.599196,17450,0.0010101381922140718
1580168036.6518593,17460,0.0008022245019674301
1580168043.731435,17470,0.0007740715518593788
1580168065.210262,17500,0.001956702210009098
1580168097.859923,17520,0.0023731840774416924
1580168111.9917605,17540,0.0029137409292161465
1580168194.8345995,17630,0.0010037502506747842
1580168216.4135895,17660,0.0010667892638593912
1580168298.9295902,17750,0.0009303910192102194
1580168360.0384102,17810,0.0011575021781027317
1580168367.1333973,17820,0.0008011013269424438
1580168428.708679,17880,0.0006458776770159602
1580168435.8323374,17890,0.0016690552001819015
1580168442.9252656,17900,0.0008690311806276441
1580168476.213885,17920,0.001624976983293891
1580168518.882894,17980,0.002227538265287876
1580168580.8670807,18040,0.0005082645802758634
1580168588.0038958,18050,0.0010751707013696432
1580168663.5404558,18130,0.001484488951973617
1580168670.6327195,18140,0.0007219729595817626
1580168711.075701,18170,0.0012875250540673733
1580168732.2653835,18200,0.0007825801149010658
1580168779.469492,18240,0.0008193560061044991
1580168793.5996203,18260,0.002137781586498022
1580168821.9976578,18300,0.001542659243568778
1580168883.651649,18360,0.0007964271353557706
1580168931.1284406,18400,0.0006902238237671554
1580168938.18047,18410,0.0006131538539193571
1580168959.46111,18440,0.0007697848486714065
1580169013.5694666,18490,0.0009900913573801517
1580169041.92415,18530,0.0011582759907469153
1580169056.180132,18550,0.0013009370304644108
1580169088.9447799,18570,0.0006130562396720052
1580169103.4041338,18590,0.0006155934534035623
1580169171.7255206,18660,0.0013776988489553332
1580169185.8987737,18680,0.0009459560387767851
1580169192.9767232,18690,0.0006738519296050072
1580169254.398441,18750,0.003153268713504076
1580169261.4833386,18760,0.002913526026532054
1580169268.5877728,18770,0.002267854753881693
1580169283.3040226,18790,0.0012463590828701854
1580169316.271009,18810,0.0010081109357997775
1580169420.1122634,18930,0.0012595856096595526
1580169502.8707254,19020,0.0006812508800067008
1580169549.9916892,19060,0.0009925401536747813
1580169585.942137,19110,0.0010979694779962301
1580169611.8928163,19120,0.002827187068760395
1580169647.5157492,19170,0.0012785716680809855
1580169654.836256,19180,0.000601159525103867
1580169661.9446323,19190,0.000845434027723968
1580169709.1794858,19230,0.0019585839472711086
1580169716.32002,19240,0.0016316546825692058
1580169777.7116852,19300,0.0015456094406545162
1580169806.2321956,19340,0.0012708173599094152
1580169813.5574431,19350,0.0012591937556862831
1580169839.1212497,19360,0.0025072377175092697
1580169853.2246487,19380,0.0011689094826579094
1580169860.4605803,19390,0.0008230676176026464
1580169914.9605327,19440,0.0006832110229879618
1580169936.1712885,19470,0.00119027157779783
1580169950.7675703,19490,0.0005955370143055916
1580169990.803566,19520,0.0006426219479180872
1580170011.981638,19550,0.0017987423343583941
1580170033.3094518,19580,0.0007875158917158842
1580170066.2785397,19600,0.0004037288308609277
1580170116.3038697,19670,0.0008399290964007378
1580170150.013445,19690,0.0007337165297940373
1580170164.2472932,19710,0.0004975085030309856
1580170248.0600471,19800,0.0010753663955256343
1580170255.1473315,19810,0.0011394291650503874
1580170262.2716074,19820,0.0009784674039110541
1580170269.5275085,19830,0.0005335801979526877
1580170408.1411483,19970,0.0016172677278518677
1580170455.65688,20010,0.0012928938958793879
1580170484.1628,20050,0.0010582406539469957
1580170491.3813987,20060,0.0029275419656187296
1580170532.198717,20090,0.0006158346077427268
1580170539.2879262,20100,0.0009747446165420115
1580170560.8667922,20130,0.0026933287736028433
1580170575.0754895,20150,0.000578094448428601
1580170608.1100988,20170,0.0004718646523542702
1580170643.6507087,20220,0.001203937572427094
1580170683.763042,20250,0.001347623998299241
1580170698.021884,20270,0.0006436732364818454
1580170719.5134492,20300,0.0017714363057166338
1580170759.8693423,20330,0.0010795975103974342
1580170781.3989935,20360,0.0012124200584366918
1580170795.5983534,20380,0.001166443806141615
1580170835.8582647,20410,0.002750709652900696
1580170857.2303913,20440,0.000710447144228965
1580170864.3618464,20450,0.002416875446215272
1580170904.9756567,20480,0.0011377647751942277
1580170926.185613,20510,0.0010849181562662125
1580171009.8275762,20600,0.001499591046012938
1580171024.080604,20620,0.0008997503318823874
1580171078.5857534,20670,0.0025267296005040407
1580171133.5232012,20720,0.0007797710713930428
1580171140.571779,20730,0.0003936402208637446
1580171147.6535382,20740,0.001080070505850017
1580171161.8429902,20760,0.0019569462165236473
1580171168.9304287,20770,0.0005468237795867026
1580171183.1623316,20790,0.0011399149661883712
1580171216.2271135,20810,0.000821947178337723
1580171237.6070817,20840,0.0010661620181053877
1580171244.6928751,20850,0.0005341806681826711
1580171292.592289,20890,0.0020530454348772764
1580171328.4815123,20940,0.0027612848207354546
1580171362.2168717,20960,0.0017207146156579256
1580171405.1374316,21020,0.0011911038309335709
1580171412.2453988,21030,0.0005452089826576412
1580171438.4665027,21040,0.0007896184688434005
1580171445.5105257,21050,0.0005462612607516348
1580171452.5698295,21060,0.0005232917610555887
1580171474.1868024,21090,0.0006848355405963957
1580171488.6055818,21110,0.0003858795389533043
1580171536.4455214,21150,0.0006533934501931071
1580171557.9597895,21180,0.0013480456545948982
1580171591.1481118,21200,0.0011929470347240567
