train_loss,epoch,created_at,val_loss
2.316559076309204,0,2020-01-16 12:42:52.754450,
1.7489250898361206,0,2020-01-16 12:42:52.827255,
1.798034429550171,0,2020-01-16 12:42:52.874129,
1.385197401046753,0,2020-01-16 12:42:52.917015,
1.1081409454345703,0,2020-01-16 12:42:52.961895,
1.237676739692688,0,2020-01-16 12:42:53.034701,
0.9445714354515076,0,2020-01-16 12:42:53.088370,
0.9526854157447815,0,2020-01-16 12:42:53.137239,
1.0768550634384155,0,2020-01-16 12:42:53.182119,
1.2537285089492798,0,2020-01-16 12:42:53.226999,
1.2217764854431152,0,2020-01-16 12:42:53.281852,
1.1097134351730347,0,2020-01-16 12:42:53.325734,
0.7277692556381226,0,2020-01-16 12:42:53.387569,
0.9371179938316345,0,2020-01-16 12:42:53.431452,
1.0970412492752075,0,2020-01-16 12:42:53.476331,
0.9201774597167969,0,2020-01-16 12:42:53.519217,
1.112579345703125,0,2020-01-16 12:42:53.566092,
1.0632926225662231,0,2020-01-16 12:42:53.611969,
0.87303227186203,0,2020-01-16 12:42:53.655852,
0.9477134346961975,0,2020-01-16 12:42:53.699734,
1.031307578086853,0,2020-01-16 12:42:53.754587,
1.0168768167495728,0,2020-01-16 12:42:53.798470,
0.8863607048988342,0,2020-01-16 12:42:53.842353,
1.1281065940856934,0,2020-01-16 12:42:53.886219,
1.0501593351364136,0,2020-01-16 12:42:53.930102,
1.2488584518432617,0,2020-01-16 12:42:53.973991,
1.4231055974960327,0,2020-01-16 12:42:54.045790,
1.043514609336853,0,2020-01-16 12:42:54.119606,
1.0380034446716309,0,2020-01-16 12:42:54.186419,
0.7292826771736145,0,2020-01-16 12:42:54.243264,
0.33169689774513245,0,2020-01-16 12:42:54.299138,
1.08902907371521,0,2020-01-16 12:42:54.343002,
1.383538007736206,0,2020-01-16 12:42:54.387889,
0.870233416557312,0,2020-01-16 12:42:54.431764,
0.9181597828865051,0,2020-01-16 12:42:54.477594,
0.9474357962608337,0,2020-01-16 12:42:54.521526,
0.706534743309021,0,2020-01-16 12:42:54.565404,
1.4153001308441162,0,2020-01-16 12:42:54.617268,
1.2614470720291138,0,2020-01-16 12:42:54.666137,
0.9900946021080017,0,2020-01-16 12:42:54.710020,
0.5872675180435181,0,2020-01-16 12:42:54.785914,
1.4112486839294434,0,2020-01-16 12:42:54.829799,
1.512923240661621,0,2020-01-16 12:42:54.876673,
0.6354777812957764,0,2020-01-16 12:42:54.925545,
1.1073880195617676,0,2020-01-16 12:42:54.969430,
1.1165452003479004,0,2020-01-16 12:42:55.014262,
1.2159250974655151,0,2020-01-16 12:42:55.059197,
1.1103999614715576,0,2020-01-16 12:42:55.102070,
0.8228234648704529,0,2020-01-16 12:42:55.175826,
1.0338613986968994,0,2020-01-16 12:42:55.233175,
0.8412951827049255,0,2020-01-16 12:42:55.292020,
1.0815691947937012,0,2020-01-16 12:42:55.335898,
0.8393092155456543,0,2020-01-16 12:42:55.404715,
1.3354194164276123,0,2020-01-16 12:42:55.458070,
0.9260086417198181,0,2020-01-16 12:42:55.501952,
0.9073761105537415,0,2020-01-16 12:42:55.545835,
1.2964075803756714,0,2020-01-16 12:42:55.589717,
0.588728666305542,0,2020-01-16 12:42:55.634573,
1.2640626430511475,0,2020-01-16 12:42:55.679409,
1.164827585220337,0,2020-01-16 12:42:55.725346,
1.0932708978652954,0,2020-01-16 12:42:55.779188,
1.1202384233474731,0,2020-01-16 12:42:55.824066,
0.8042696118354797,0,2020-01-16 12:42:55.868949,
1.486509919166565,0,2020-01-16 12:42:55.912846,
0.9387930035591125,0,2020-01-16 12:42:55.956667,
0.8333872556686401,0,2020-01-16 12:42:56.023547,
1.046529769897461,0,2020-01-16 12:42:56.069427,
0.7464784979820251,0,2020-01-16 12:42:56.114245,
0.8154615163803101,0,2020-01-16 12:42:56.164113,
0.8957839012145996,0,2020-01-16 12:42:56.233970,
0.8303117156028748,0,2020-01-16 12:42:56.295805,
0.8361682891845703,0,2020-01-16 12:42:56.339687,
0.9645622372627258,0,2020-01-16 12:42:56.388709,
1.1961034536361694,0,2020-01-16 12:42:56.436574,
1.0871950387954712,0,2020-01-16 12:42:56.482449,
0.9207314252853394,0,2020-01-16 12:42:56.527328,
0.8260643482208252,0,2020-01-16 12:42:56.571235,
1.2578051090240479,0,2020-01-16 12:42:56.623073,
1.0575913190841675,0,2020-01-16 12:42:56.668952,
1.4470185041427612,0,2020-01-16 12:42:56.713853,
1.2220975160598755,0,2020-01-16 12:42:56.772678,
0.9328432679176331,0,2020-01-16 12:42:56.816574,
1.2372405529022217,0,2020-01-16 12:42:56.901150,
1.0776643753051758,0,2020-01-16 12:42:56.976946,
0.871303141117096,0,2020-01-16 12:42:57.027769,
0.932375967502594,0,2020-01-16 12:42:57.074686,
0.5929182171821594,0,2020-01-16 12:42:57.119567,
0.8402023911476135,0,2020-01-16 12:42:57.163459,
0.9482443332672119,0,2020-01-16 12:42:57.208329,
1.4506198167800903,0,2020-01-16 12:42:57.253205,
0.970553457736969,0,2020-01-16 12:42:57.342967,
1.273094654083252,0,2020-01-16 12:42:57.389965,
0.849014937877655,0,2020-01-16 12:42:57.441924,
0.8283728957176208,0,2020-01-16 12:42:57.488796,
1.343551754951477,0,2020-01-16 12:42:57.534684,
1.1286413669586182,0,2020-01-16 12:42:57.578886,
1.1625274419784546,0,2020-01-16 12:42:57.623769,
0.6541228890419006,0,2020-01-16 12:42:57.668647,
0.9144009351730347,0,2020-01-16 12:42:57.713541,
1.2267520427703857,0,2020-01-16 12:42:57.758413,
1.2087652683258057,0,2020-01-16 12:42:57.813260,
1.603995442390442,0,2020-01-16 12:42:57.857151,
1.0902742147445679,0,2020-01-16 12:42:57.904020,
0.6113460659980774,0,2020-01-16 12:42:57.955956,
0.9382147789001465,0,2020-01-16 12:42:58.000882,
0.7667259573936462,0,2020-01-16 12:42:58.045762,
0.8018569946289062,0,2020-01-16 12:42:58.089646,
0.8334066271781921,0,2020-01-16 12:42:58.136640,
1.3226299285888672,0,2020-01-16 12:42:58.181477,
0.9884007573127747,0,2020-01-16 12:42:58.226409,
0.6993900537490845,0,2020-01-16 12:42:58.320150,
0.9820003509521484,0,2020-01-16 12:42:58.368975,
1.0410995483398438,0,2020-01-16 12:42:58.413907,
0.9282532334327698,0,2020-01-16 12:42:58.458872,
0.9650495052337646,0,2020-01-16 12:42:58.524682,
0.9469338059425354,0,2020-01-16 12:42:58.578543,
1.0345470905303955,0,2020-01-16 12:42:58.623424,
1.621102213859558,0,2020-01-16 12:42:58.668308,
1.1614106893539429,0,2020-01-16 12:42:58.741127,
1.01190984249115,0,2020-01-16 12:42:58.799952,
1.1798720359802246,0,2020-01-16 12:42:58.855800,
0.9218466877937317,0,2020-01-16 12:42:58.902676,
0.8277065753936768,0,2020-01-16 12:42:58.947561,
1.0968588590621948,0,2020-01-16 12:42:58.993433,
0.8781564831733704,0,2020-01-16 12:42:59.037330,
0.8389843106269836,0,2020-01-16 12:42:59.082208,
0.9098128080368042,0,2020-01-16 12:42:59.127076,
1.1049847602844238,0,2020-01-16 12:42:59.172954,
1.2962126731872559,0,2020-01-16 12:42:59.217835,
1.5566173791885376,0,2020-01-16 12:42:59.262711,
1.2467581033706665,0,2020-01-16 12:42:59.319561,
1.0291392803192139,0,2020-01-16 12:42:59.369381,
1.0081292390823364,0,2020-01-16 12:42:59.419294,
0.6519981622695923,0,2020-01-16 12:42:59.491100,
1.168168306350708,0,2020-01-16 12:42:59.569026,
1.4121853113174438,0,2020-01-16 12:42:59.616853,
1.046120047569275,0,2020-01-16 12:42:59.661734,
0.7780828475952148,0,2020-01-16 12:42:59.706612,
0.818899393081665,0,2020-01-16 12:42:59.751492,
0.8208542466163635,0,2020-01-16 12:42:59.796373,
0.8812292814254761,0,2020-01-16 12:42:59.883288,
0.8950061798095703,0,2020-01-16 12:42:59.931688,
0.8832299709320068,0,2020-01-16 12:42:59.982552,
0.8492664694786072,0,2020-01-16 12:43:00.067683,
0.8211939334869385,0,2020-01-16 12:43:00.140298,
1.3445994853973389,0,2020-01-16 12:43:00.193157,
1.370895266532898,0,2020-01-16 12:43:00.239034,
1.1635090112686157,0,2020-01-16 12:43:00.283947,
1.1209580898284912,0,2020-01-16 12:43:00.328828,
0.8558111786842346,0,2020-01-16 12:43:00.376699,
1.171897530555725,0,2020-01-16 12:43:00.433548,
1.860526442527771,0,2020-01-16 12:43:00.478428,
1.8629226684570312,0,2020-01-16 12:43:00.523308,
1.3361150026321411,0,2020-01-16 12:43:00.595115,
1.0360289812088013,0,2020-01-16 12:43:00.653957,
1.1805042028427124,0,2020-01-16 12:43:00.699834,
1.1074752807617188,0,2020-01-16 12:43:00.744715,
0.6302716135978699,0,2020-01-16 12:43:00.790593,
1.0625941753387451,0,2020-01-16 12:43:00.836471,
0.7263002395629883,0,2020-01-16 12:43:00.882348,
